kode,nama,anggaran,kegiatan_kode,satuan_kerja,satuan_kerja_id
1.06.04.1.01.05,Penyediaan Perbekalan Kesehatan di Dalam Panti,89865740,1.06.04.1.01,Dinas Sosial,1006
1.06.04.1.01.06,"Pemberian Bimbingan Fisik, Mental, Spiritual dan Sosial",411300000,1.06.04.1.01,Dinas Sosial,1006
1.06.04.1.01.07,Pemberian Bimbingan Aktivitas Hidup Sehari-Hari,351300000,1.06.04.1.01,Dinas Sosial,1006
1.06.04.1.01.09,Akses ke Layanan Pendidikan dan Kesehatan Dasar,22790000,1.06.04.1.01,Dinas Sosial,1006
1.06.04.1.01.11,Pemberian Pelayanan Reunifikasi Keluarga,23566144,1.06.04.1.01,Dinas Sosial,1006
1.06.04.1.01.12,Koordinasi dan Sinkronisasi Pelaksanaan Bidang Rehabilitasi Sosial Dasar Penyandang Disabilitas Terlantar,59440000,1.06.04.1.01,Dinas Sosial,1006
1.06.04.1.02.02,Penyediaan Makanan,5076577000,1.06.04.1.02,Dinas Sosial,1006
1.06.04.1.02.03,Penyediaan Sandang,566498000,1.06.04.1.02,Dinas Sosial,1006
1.06.04.1.02.04,Penyediaan Asrama yang Mudah Diakses,9197450,1.06.04.1.02,Dinas Sosial,1006
1.06.04.1.02.05,Penyediaan Perbekalan Kesehatan di Dalam Panti,369605140,1.06.04.1.02,Dinas Sosial,1006
1.06.04.1.02.06,"Pemberian Bimbingan Fisik, Mental, Spiritual dan Sosial",1551525000,1.06.04.1.02,Dinas Sosial,1006
1.06.04.1.02.07,Pemberian Bimbingan Aktivitas Hidup Sehari-hari,599285000,1.06.04.1.02,Dinas Sosial,1006
1.06.04.1.02.08,"Fasilitasi Pembuatan Akta Kelahiran, Nomor Induk Kependudukan, dan Kartu Identitas Anak",11355000,1.06.04.1.02,Dinas Sosial,1006
1.06.04.1.02.09,Akses ke Layanan Pendidikan dan Kesehatan Dasar,1078698872,1.06.04.1.02,Dinas Sosial,1006
1.06.04.1.02.10,Pemberian Pelayanan Penelusuran Keluarga,185945029,1.06.04.1.02,Dinas Sosial,1006
1.06.04.1.02.11,Pemberian Pelayanan Reunifikasi Keluarga,127680000,1.06.04.1.02,Dinas Sosial,1006
1.06.04.1.03.01,Penyediaan Permakanan,4228021320,1.06.04.1.03,Dinas Sosial,1006
1.06.04.1.03.02,Penyediaan Sandang,641000000,1.06.04.1.03,Dinas Sosial,1006
1.06.04.1.03.05,Penyediaan Perbekalan Kesehatan di dalam Panti Sosial,317901036,1.06.04.1.03,Dinas Sosial,1006
1.06.04.1.03.12,Pemulasaraan,115000000,1.06.04.1.03,Dinas Sosial,1006
1.06.04.1.04.01,Penyediaan Permakanan,823070000,1.06.04.1.04,Dinas Sosial,1006
1.06.04.1.04.02,Penyediaan Sandang,197299500,1.06.04.1.04,Dinas Sosial,1006
1.06.04.1.04.04,Penyediaan Perbekalan Kesehatan di dalam Panti,30000000,1.06.04.1.04,Dinas Sosial,1006
1.06.04.1.04.05,"Pemberian Bimbingan Fisik, Mental, Spritual dan Sosial",152940000,1.06.04.1.04,Dinas Sosial,1006
1.06.04.1.04.07,Pemberian Bimbingan Keterampilan Dasar,377925000,1.06.04.1.04,Dinas Sosial,1006
1.06.04.1.04.10,Pemulangan ke Daerah Asal,225120000,1.06.04.1.04,Dinas Sosial,1006
1.06.04.1.05.01,Penyediaan Permakanan,574710000,1.06.04.1.05,Dinas Sosial,1006
1.06.04.1.05.02,Penyediaan Sandang,126900000,1.06.04.1.05,Dinas Sosial,1006
1.06.04.1.05.04,Penyediaan Perbekalan Kesehatan di dalam Panti,84000000,1.06.04.1.05,Dinas Sosial,1006
1.06.04.1.05.05,"Pemberian Bimbingan Fisik, Mental, Spritual dan Sosial",23973000,1.06.04.1.05,Dinas Sosial,1006
1.06.04.1.05.06,Pemberian Bimbingan Aktivitas Hidup Sehari-Hari,64800000,1.06.04.1.05,Dinas Sosial,1006
1.06.04.1.05.07,Pemberian Bimbingan Keterampilan Dasar,72000000,1.06.04.1.05,Dinas Sosial,1006
1.06.04.1.05.10,Pemulangan ke Daerah Asal,50830000,1.06.04.1.05,Dinas Sosial,1006
1.06.05.1.01.01,Pengangkatan Anak antar WNI,158875000,1.06.05.1.01,Dinas Sosial,1006
1.06.05.1.02.01,Fasilitasi Bantuan Sosial Kesejahteraan Keluarga,78180000,1.06.05.1.02,Dinas Sosial,1006
1.06.05.1.02.03,Fasilitasi Bantuan Pengembangan Ekonomi Masyarakat,380000000,1.06.05.1.02,Dinas Sosial,1006
1.06.06.1.01.01,Penyediaan Permakanan,3134000000,1.06.06.1.01,Dinas Sosial,1006
1.06.06.1.01.02,Penyediaan Sandang,2088500000,1.06.06.1.01,Dinas Sosial,1006
1.06.06.1.01.03,Penyediaan Tempat Penampungan Pengungsi,2347400000,1.06.06.1.01,Dinas Sosial,1006
1.06.06.1.01.04,Penanganan Khusus bagi Kelompok Rentan,18701117,1.06.06.1.01,Dinas Sosial,1006
1.06.06.1.01.05,Pelayanan Dukungan Psikososial,368250000,1.06.06.1.01,Dinas Sosial,1006
1.06.07.1.01.02,Pemeliharaan Taman Makam Pahlawan Nasional Provinsi,972685236,1.06.07.1.01,Dinas Sosial,1006
1.06.07.1.01.03,Pengamanan Taman Makam Pahlawan Nasional Provinsi,147176100,1.06.07.1.01,Dinas Sosial,1006
2.07.03.1.01.01,Proses Pelaksanaan Pendidikan dan Pelatihan Keterampilan bagi Pencari Kerja berdasarkan Klaster Kompetensi,3402021551,2.07.03.1.01,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.03.1.02.01,Survey dan Penilaian Akreditasi Kepada Lembaga Pelatihan Kerja,509261680,2.07.03.1.02,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.03.1.04.01,Pengukuran Kompetensi dan Produktivitas Tenaga Kerja,394555520,2.07.03.1.04,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.04.1.01.02,Pelayanan Antar Kerja,216870680,2.07.04.1.01,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.04.1.01.04,Pembinaan Operasionalisasi Pelayanan Penempatan Tenaga Kerja AKAD (Antar Kerja Antar Daerah) dan AKL (Antar Kerja Lokal),235227500,2.07.04.1.01,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.04.1.03.03,Job Fair/Bursa Kerja,101441840,2.07.04.1.03,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.04.1.04.01,Peningkatan Pelindungan dan Kompetensi Calon Pekerja Migran Indonesia (PMI)/Pekerja Migran Indonesia (PMI),1498844930,2.07.04.1.04,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.05.1.02.02,"Penyelesaian Perselisihan Hubungan Industrial, Mogok Kerja, dan Penutupan Perusahaan yang Berakibat/Berdampak pada Kepentingan di 1 (satu) Daerah Provinsi",291866800,2.07.05.1.02,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.05.1.02.04,Pelaksanaan Operasional Lembaga Kerjasama Tripartit Daerah Provinsi,649749800,2.07.05.1.02,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.05.1.02.05,Pembinaan Pengupahan Skala Provinsi,137201840,2.07.05.1.02,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.05.1.03.01,Penetapan Upah Minimum Provinsi (UMP),402371340,2.07.05.1.03,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.05.1.03.03,Penetapan Upah Minimum Kabupaten/Kota (UMK),258167000,2.07.05.1.03,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.05.1.03.05,Pengembangan Pelaksanaan Jaminan Sosial Tenaga Kerja dan Fasilitas Kesejahteraan Pekerja,168425830,2.07.05.1.03,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.06.1.01.01,Pengawasan Pelaksanaan Norma Kerja di Perusahaan,2025470050,2.07.06.1.01,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.06.1.01.02,Penegakan Hukum Ketenagakerjaan di Perusahaan,363151340,2.07.06.1.01,Dinas Tenaga Kerja dan Transmigrasi,1007
2.07.06.1.01.03,Pelayanan Keselamatan dan Kesehatan Kerja di Perusahaan,963161420,2.07.06.1.01,Dinas Tenaga Kerja dan Transmigrasi,1007
2.08.02.1.01.03,Advokasi Kebijakan dan Pendampingan Pelaksanaan PUG termasuk PPRG Kewenangan Provinsi,22217750,2.08.02.1.01,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.02.1.01.04,Sosialisasi Kebijakan Pelaksanaan PUG termasuk PPRG Kewenangan Provinsi,104920000,2.08.02.1.01,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.02.1.02.01,"Sosialisasi Peningkatan Partisipasi Perempuan di Bidang Politik, Hukum, Sosial, dan Ekonomi Kewenangan Provinsi",1147444750,2.08.02.1.02,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.02.1.03.02,Peningkatan Kapasitas Sumberdaya Lembaga Penyedia Layanan Pemberdayaan Perempuan Kewenangan Provinsi,570550000,2.08.02.1.03,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.03.1.01.01,"Koordinasi dan Sinkronisasi Pelaksanaan Kebijakan, Program dan Kegiatan Pencegahan Kekerasan terhadap Perempuan Kewenangan Provinsi",206858650,2.08.03.1.01,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.03.1.01.02,Advokasi Kebijakan dan Pendampingan Layanan Perlindungan Perempuan Kewenangan Provinsi,150000000,2.08.03.1.01,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.03.1.02.01,Penyediaan Layanan Pengaduan Masyarakat bagi Perempuan Korban Kekerasan Tingkat Daerah Provinsi dan Lintas Daerah Kabupaten/Kota,160000000,2.08.03.1.02,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.03.1.02.02,Koordinasi dan Sinkronisasi Pelaksanaan Penyediaan Layanan Rujukan Lanjutan bagi Perempuan Korban Kekerasan Kewenangan Provinsi,170000000,2.08.03.1.02,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.04.1.02.01,Advokasi Kebijakan dan Pendampingan Pengembangan Lembaga Penyedia Layanan Peningkatan Kualitas Keluarga Kewenangan Provinsi,64800000,2.08.04.1.02,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.05.1.01.02,Penyajian dan Pemanfaatan Data Gender dan Anak dalam Kelembagaan Data Provinsi,478000000,2.08.05.1.01,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.06.1.01.02,Koordinasi dan Sinkronisasi Pelembagaan Pemenuhan Hak Anak Kewenangan Provinsi,43145000,2.08.06.1.01,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.06.1.02.01,Penyediaan Layanan Peningkatan Kualitas Hidup Anak Kewenangan Provinsi,206110000,2.08.06.1.02,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.06.1.02.02,Koordinasi dan Sinkronisasi Pelaksanaan Pendampingan Peningkatan Kualitas Hidup Anak Kewenangan Provinsi,108310000,2.08.06.1.02,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.06.1.02.03,"Pengembangan Komunikasi, Informasi dan Edukasi Pemenuhan Hak Anak bagi Lembaga Penyedia Layanan Peningkatan Kualitas Hidup Anak Kewenangan Provinsi",60000000,2.08.06.1.02,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.07.1.01.01,"Advokasi Kebijakan dan Pendampingan Pelaksanaan Kebijakan, Program dan Kegiatan Pencegahan Kekerasan terhadap Anak Kewenangan Provinsi",100000000,2.08.07.1.01,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.07.1.02.01,Penyediaan Layanan Anak yang Memerlukan Perlindungan Khusus Kewenangan Provinsi,170000000,2.08.07.1.02,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.07.1.02.02,Koordinasi dan Sinkronisasi Pelaksanaan Pendampingan Anak yang Memerlukan Perlindungan Khusus Kewenangan Provinsi,175044000,2.08.07.1.02,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.08.07.1.03.02,Koordinasi dan Sinkronisasi Peningkatan Kapasitas Sumber Daya Lembaga Penyedia Layanan Anak yang Memerlukan Perlindungan Khusus Kewenangan Provinsi,51306000,2.08.07.1.03,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.09.03.1.01.01,Penyediaan Informasi Harga Pangan dan Neraca Bahan Makanan,121100000,2.09.03.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.03.1.01.02,Penyediaan Pangan Berbasis Sumber Daya Lokal,200000000,2.09.03.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.03.1.01.04,"Koordinasi dan Sinkronisasi Pemantauan Stok, Pasokan dan Harga Pangan",138820000,2.09.03.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.03.1.01.05,Pengembangan Kelembagaan dan Jaringan Distribusi Pangan,139896800,2.09.03.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.03.1.02.03,"Koordinasi, Sinkronisasi dan Pengadaan Cadangan Pangan Pemerintah Provinsi",13746129926,2.09.03.1.02,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.03.1.02.04,Pemeliharaan Cadangan Pangan Pemerintah Provinsi,141251700,2.09.03.1.02,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.03.1.04.01,Promosi Penganekaragaman Konsumsi Pangan Berbasis Sumber Daya Lokal,150000000,2.09.03.1.04,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.03.1.04.02,"Koordinasi dan Sinkronisasi Pelaksanaan Advokasi, Edukasi, dan Sosialisasi Konsumsi Pangan Beragam, Bergizi, Seimbang dan Aman (B2SA)",150000000,2.09.03.1.04,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.04.1.01.01,"Penyusunan, Pemutakhiran dan Analisis Peta Ketahanan dan Kerentanan Pangan Provinsi dan Kabupaten/Kota",50000000,2.09.04.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.04.1.02.01,Koordinasi dan Sinkronisasi Penanganan Kerawanan Pangan Provinsi,164130000,2.09.04.1.02,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.05.1.01.01,Penguatan Kelembagaan Keamanan Pangan Segar Provinsi,897608160,2.09.05.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.05.1.01.02,Sertifikasi Keamanan Pangan Segar Asal Tumbuhan Lintas Daerah Kabupaten/Kota,741202000,2.09.05.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.05.1.01.03,Registrasi Keamanan Pangan Segar Asal Tumbuhan Lintas Daerah Kabupaten/Kota,227965000,2.09.05.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.05.1.01.04,Rekomendasi Keamanan Pangan Segar Asal Tumbuhan Lintas Daerah Kabupaten/Kota,582070000,2.09.05.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.09.05.1.01.05,Penyediaan Sarana dan Prasarana Pengujian Mutu dan Keamanan Pangan Segar Asal Tumbuhan,200000000,2.09.05.1.01,Dinas Ketahanan Pangan dan Peternakan,1017
2.10.02.1.01.01,Koordinasi dan Sinkronisasi Pemberian Izin Lokasi dalam rangka Penanaman Modal dan Kemudahan Berusaha Kewenangan Provinsi,150000000,2.10.02.1.01,Dinas Perumahan dan Permukiman,1012
2.10.03.1.01.01,"Pemberitahuan, Pendataan Awal Lokasi, Konsultasi Publik Rencana Pembangunan dan Penetapan Lokasi Pengadaan Tanah untuk Kepentingan Umum",350000000,2.10.03.1.01,Dinas Perumahan dan Permukiman,1012
2.10.08.1.02.01,Pelaksanaan Inventarisasi Tanah Kosong,275000000,2.10.08.1.02,Dinas Perumahan dan Permukiman,1012
2.10.10.1.01.01,Koordinasi dan Sinkronisasi Perencanaan Penggunaan Tanah,725000000,2.10.10.1.01,Dinas Perumahan dan Permukiman,1012
2.11.02.1.01.01,Penyusunan dan Penetapan RPPLH Provinsi,360151840,2.11.02.1.01,Dinas Lingkungan Hidup,1034
2.11.02.1.01.02,Pengendalian Pelaksanaan RPPLH Provinsi,210151840,2.11.02.1.01,Dinas Lingkungan Hidup,1034
2.11.02.1.02.01,Pembuatan dan Pelaksanaan KLHS Rencana Tata Ruang,360151840,2.11.02.1.02,Dinas Lingkungan Hidup,1034
2.11.03.1.01.01,"Koordinasi, Sinkronisasi dan Pelaksanaan Pencegahan Pencemaran Lingkungan Hidup Dilaksanakan terhadap Media Tanah, Air, Udara, dan Laut",495763680,2.11.03.1.01,Dinas Lingkungan Hidup,1034
2.11.03.1.01.02,"Koordinasi, Sinkronisasi dan Pelaksanaan Pengendalian Emisi Gas Rumah Kaca, Mitigasi dan Adaptasi Perubahan Iklim",250000000,2.11.03.1.01,Dinas Lingkungan Hidup,1034
2.11.03.1.01.03,Pengelolaan Laboratorium Lingkungan Hidup Provinsi,3707799800,2.11.03.1.01,Dinas Lingkungan Hidup,1034
2.11.03.1.02.01,Pemberian Informasi Peringatan Pencemaran dan/atau Kerusakan Lingkungan Hidup pada Masyarakat,1165307680,2.11.03.1.02,Dinas Lingkungan Hidup,1034
2.11.03.1.03.01,Koordinasi dan Sinkronisasi Penghentian Sumber Pencemaran,212416340,2.11.03.1.03,Dinas Lingkungan Hidup,1034
2.11.04.1.01.06,Pengembangan Kapasitas Kelembagaan dan SDM dalam Pengelolaan Keanekaragaman Hayati,124800000,2.11.04.1.01,Dinas Lingkungan Hidup,1034
2.11.04.1.01.07,Pengelolaan Sarana dan Prasarana Keanekaragam Hayati,215000000,2.11.04.1.01,Dinas Lingkungan Hidup,1034
2.11.05.1.01.02,"Koordinasi dan Sinkronisasi Pengelolaan Limbah B3 dengan Pemerintah Pusat dalam rangka Pengangkutan, Pemanfaatan, Pengolahan, dan/atau Penimbunan",162735500,2.11.05.1.01,Dinas Lingkungan Hidup,1034
2.11.06.1.01.03,"Pengawasan Usaha dan/atau Kegiatan yang Izin Lingkungan Hidup, Izin PPLH yang diterbitkan oleh Pemerintah Daerah Provinsi",335157640,2.11.06.1.01,Dinas Lingkungan Hidup,1034
2.11.06.1.01.04,Koordinasi dan Sinkronisasi Pengawasan dan Penerapan Sanksi Upaya dan Rencana PPLH,200000000,2.11.06.1.01,Dinas Lingkungan Hidup,1034
2.11.07.1.01.01,"Koordinasi, Sinkronisasi, Penyediaan Data dan Informasi Pengakuan Keberadaan MHA Kearifan Lokal atau Pengetahuan Tradisional dan Hak Kearifan Lokal atau Pengetahuan Tradisional dan Hak MHA terkait dengan PPLH",111330000,2.11.07.1.01,Dinas Lingkungan Hidup,1034
2.11.08.1.01.01,Peningkatan Kapasitas dan Kompetensi Sumber Daya Manusia Bidang Lingkungan Hidup untuk Lembaga Kemasyarakatan,191760000,2.11.08.1.01,Dinas Lingkungan Hidup,1034
2.11.08.1.01.02,Pendampingan Gerakan Peduli Lingkungan Hidup,140000000,2.11.08.1.01,Dinas Lingkungan Hidup,1034
2.11.09.1.01.01,Penilaian Kinerja Masyarakat/Lembaga Masyarakat/Dunia Usaha/Dunia Pendidikan/ Filantropi dalam Perlindungan dan Pengelolaan Lingkungan Hidup,504509200,2.11.09.1.01,Dinas Lingkungan Hidup,1034
2.11.10.1.01.01,Pengelolaan Pengaduan Masyarakat terhadap PPLH Provinsi,1537431720,2.11.10.1.01,Dinas Lingkungan Hidup,1034
2.11.10.1.01.02,"Koordinasi dan Sinkronisasi Penerapan Sanksi Administrasi, Penyelesaian Sengketa, dan/atau Penyidikan Lingkungan Hidup di Luar Pengadilan atau melalui Pengadilan",150000000,2.11.10.1.01,Dinas Lingkungan Hidup,1034
2.11.11.1.01.01,"Penyusunan Rencana, Kebijakan dan Teknis Penanganan Sampah Regional",122687000,2.11.11.1.01,Dinas Lingkungan Hidup,1034
2.11.11.1.01.03,Pengoperasian dan Pemeliharaan TPA/TPST Regional,19307952680,2.11.11.1.01,Dinas Lingkungan Hidup,1034
2.11.11.1.01.06,Kerjasama Penanganan Sampah di TPA/TPST Regional,33898485511,2.11.11.1.01,Dinas Lingkungan Hidup,1034
2.11.11.1.01.07,Penyediaan Sarana dan Prasarana Penanganan Sampah di TPA/TPST Regional,5080208734,2.11.11.1.01,Dinas Lingkungan Hidup,1034
2.12.02.1.01.03,Penataan Tata Kelola Pelaksanaan Pendaftaran Penduduk Skala Provinsi,284185000,2.12.02.1.01,Dinas Kependudukan dan Pencatatan Sipil,1023
2.12.02.1.02.01,Fasilitasi Terkait Pendaftaran Penduduk,103181875,2.12.02.1.02,Dinas Kependudukan dan Pencatatan Sipil,1023
2.12.03.1.01.02,Penataan Tata Kelola Pelaksanaan Pencatatan Sipil Skala Provinsi,270000000,2.12.03.1.01,Dinas Kependudukan dan Pencatatan Sipil,1023
2.12.03.1.01.04,Fasilitasi Pelayanan Bidang Pencatatan Sipil di Kabupaten/Kota,115454830,2.12.03.1.01,Dinas Kependudukan dan Pencatatan Sipil,1023
2.12.04.1.02.01,Fasilitasi terkait Pengelolaan Informasi Administrasi Kependudukan,95640000,2.12.04.1.02,Dinas Kependudukan dan Pencatatan Sipil,1023
2.12.04.1.02.05,Penyelenggaraan Pemanfaatan Data Kependudukan,95640000,2.12.04.1.02,Dinas Kependudukan dan Pencatatan Sipil,1023
2.12.04.1.03.01,Pembinaan dan Pengawasan tekait Pengelolaan Informasi Administrasi Kependudukan,278898138,2.12.04.1.03,Dinas Kependudukan dan Pencatatan Sipil,1023
2.12.04.1.03.02,Bimbingan Teknis Terkait Pengelolaan Informasi Administrasi Kependudukan dan Pendayagunaan Data Kependudukan,95640000,2.12.04.1.03,Dinas Kependudukan dan Pencatatan Sipil,1023
2.12.05.1.01.02,Penyusunan Profil Data Perkembangan dan Proyeksi kependudukan serta Kebutuhan yang lain,71730000,2.12.05.1.01,Dinas Kependudukan dan Pencatatan Sipil,1023
2.13.02.1.01.01,"Identifikasi, Inventarisasi dan Fasilitasi Penataan Kesatuan Masyarakat Hukum Adat dan Desa Adat yang menjadi kewenangan Provinsi",400000000,2.13.02.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.02.1.01.03,Fasilitasi Kabupaten/Kota dan Desa dalam rangka Penataan Desa,64000000,2.13.02.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.03.1.01.02,Fasilitasi Kerja Sama Desa dengan Pihak Ketiga,150000000,2.13.03.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.03.1.01.03,Fasilitasi Pembangunan Kawasan Perdesaan,363312000,2.13.03.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.04.1.01.02,Pembinaan Manajemen Pemerintahan Desa,249999950,2.13.04.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.04.1.01.05,Fasilitasi Pengelolaan Keuangan Desa,75000000,2.13.04.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.04.1.01.06,Fasilitasi Pengelolaan Aset Desa,150000000,2.13.04.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.04.1.01.07,"Fasilitasi Pemilihan, Pengangkatan dan Pemberhentian Kepala Desa",60000000,2.13.04.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.04.1.01.08,Fasilitasi Evaluasi Perkembangan Desa serta Lomba Desa dan Kelurahan,33936000000,2.13.04.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.04.1.01.09,Fasilitasi Pelaksanaan Profil Desa dan Kelurahan,75000000,2.13.04.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.04.1.01.10,Pembinaan Aparatur Pemerintah Desa,150000000,2.13.04.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.04.1.01.11,Pembinaan Peningkatan Kapasitas Anggota BPD,150000000,2.13.04.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.04.1.01.12,"Pembinaan Percepatan Pembangunan Desa melalui Bantuan Keuangan, Bantuan Pendampingan dan Bantuan Teknis",1165660904,2.13.04.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.04.1.01.15,Pembinaan dan Pengawasan Penetapan Pengaturan BUM Desa Kabupaten/Kota dan Lembaga Kerjasama antar Desa,850000000,2.13.04.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.04.1.01.16,Fasilitasi Penetapan dan Penegasan Batas Desa,700000000,2.13.04.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.04.1.01.20,Fasilitasi Pengembangan Inovasi Desa,303150000,2.13.04.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.04.1.01.21,Fasilitasi Pekan Inovasi Perkembangan Desa,3000000000,2.13.04.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.05.1.01.02,"Fasilitasi Penataan, Pemberdayaan dan Pendayagunaan Kelembagaan Lembaga Kemasyarakatan Desa/Kelurahan (RT, RW, PKK, Posyandu, LPM, dan Karang Taruna), Lembaga Adat Desa/Kelurahan dan Masyarakat Hukum Adat",14986600250,2.13.05.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.05.1.01.03,"Peningkatan Kapasitas Kelembagaan Lembaga Kemasyarakatan Desa/Kelurahan (RT, RW, PKK, Posyandu, LPM, dan Karang Taruna), Lembaga Adat Desa/Kelurahan dan Masyarakat Hukum Adat",13059547000,2.13.05.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.05.1.01.05,Fasilitasi Pengembangan Usaha Ekonomi Masyarakat dan Pemerintah Desa dalam Meningkatkan Pendapatan Asli Desa,6779588000,2.13.05.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.05.1.01.07,Fasilitasi Bulan Bhakti Gotong Royong Masyarakat,340000000,2.13.05.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.13.05.1.01.09,Fasilitasi Tim Penggerak PKK dalam Penyelenggaraan Gerakan Pemberdayaan Masyarakat dan Kesejahteraan Keluarga,1941122230,2.13.05.1.01,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.14.02.1.01.01,"Penyerasian Kebijakan Pembangunan Daerah Provinsi terhadap Kependudukan, Keluarga Berencana dan Pembangunan Keluarga (KKBPK)",10375000000,2.14.02.1.01,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
